epoch,step,train_loss,val_loss
0,49,0.0,
0,99,0.0,
0,149,0.0,
0,199,0.0,
0,220,,1.0967196226119995
1,249,0.0,
1,299,0.0,
1,349,0.0,
1,399,0.0,
1,441,,1.0967196226119995
2,449,0.0,
2,499,0.0,
2,549,0.0,
2,599,0.0,
2,649,0.0,
