epoch,step,train_loss_epoch,train_loss_step,val_dice,val_iou,val_loss
0,9,,1.9427851438522339,,,
0,19,,1.731557846069336,,,
0,29,,1.5244396924972534,,,
0,39,,1.359431505203247,,,
0,49,,1.2370827198028564,,,
0,51,,,0.5838660001754761,0.4999833405017853,1.2519631385803223
0,51,1.627905249595642,,,,
1,59,,1.132584571838379,,,
1,69,,1.0539625883102417,,,
1,79,,1.0199947357177734,,,
1,89,,0.956307053565979,,,
1,99,,0.9486218690872192,,,
1,103,,,0.7591949701309204,0.6632512211799622,0.8821165561676025
1,103,1.0316033363342285,,,,
2,109,,0.8738372921943665,,,
2,119,,0.8695188760757446,,,
2,129,,0.7940218448638916,,,
2,139,,0.7637338638305664,,,
2,149,,0.8165751695632935,,,
2,155,,,0.8337951898574829,0.7413274645805359,0.7741875648498535
2,155,0.837886393070221,,,,
3,159,,0.7281512022018433,,,
3,169,,0.772705078125,,,
3,179,,0.719832181930542,,,
3,189,,0.6840669512748718,,,
3,199,,0.7012273669242859,,,
3,207,,,0.8433937430381775,0.752447783946991,0.6860419511795044
3,207,0.7204850316047668,,,,
4,209,,0.6524929404258728,,,
4,219,,0.7044381499290466,,,
4,229,,0.6345179677009583,,,
4,239,,0.6058782339096069,,,
4,249,,0.6371150612831116,,,
4,259,,0.7308192253112793,,,
4,259,,,0.8481771945953369,0.7577522993087769,0.6119675040245056
4,259,0.6373001337051392,,,,
5,269,,0.5765266418457031,,,
5,279,,0.5415298938751221,,,
5,289,,0.5701342821121216,,,
5,299,,0.5688431262969971,,,
5,309,,0.5460967421531677,,,
5,311,,,0.8773367404937744,0.7965853214263916,0.5473169088363647
5,311,0.5703571438789368,,,,
6,319,,0.5686847567558289,,,
6,329,,0.5515959858894348,,,
6,339,,0.5695705413818359,,,
6,349,,0.5027055740356445,,,
6,359,,0.4963163733482361,,,
6,363,,,0.8887690901756287,0.8129247426986694,0.504055380821228
6,363,0.5207792520523071,,,,
7,369,,0.46953845024108887,,,
7,379,,0.5290114283561707,,,
7,389,,0.5247554779052734,,,
7,399,,0.44766736030578613,,,
7,409,,0.4048926830291748,,,
7,415,,,0.8900579810142517,0.8147475719451904,0.47080472111701965
7,415,0.4827977120876312,,,,
8,419,,0.5294313430786133,,,
8,429,,0.39218154549598694,,,
8,439,,0.4799608588218689,,,
8,449,,0.4133588373661041,,,
8,459,,0.36325979232788086,,,
8,467,,,0.8983768820762634,0.8267470598220825,0.4240903854370117
8,467,0.45302388072013855,,,,
9,469,,0.476392537355423,,,
9,479,,0.4269920289516449,,,
9,489,,0.36302465200424194,,,
9,499,,0.41608721017837524,,,
9,509,,0.36791306734085083,,,
9,519,,0.4866970181465149,,,
9,519,,,0.9049871563911438,0.8362390398979187,0.39769110083580017
9,519,0.4258129894733429,,,,
10,529,,0.44013291597366333,,,
10,539,,0.42756354808807373,,,
10,549,,0.32664379477500916,,,
10,559,,0.3631483316421509,,,
10,569,,0.3117545247077942,,,
10,571,,,0.8996137976646423,0.8289415240287781,0.3815699517726898
10,571,0.39376866817474365,,,,
11,579,,0.37133926153182983,,,
11,589,,0.39821377396583557,,,
11,599,,0.4673915505409241,,,
11,609,,0.31959837675094604,,,
11,619,,0.34054672718048096,,,
11,623,,,0.903662383556366,0.8350507616996765,0.35879138112068176
11,623,0.37126654386520386,,,,
12,629,,0.31644174456596375,,,
12,639,,0.4020646810531616,,,
12,649,,0.3923279643058777,,,
12,659,,0.3827269971370697,,,
12,669,,0.40336546301841736,,,
12,675,,,0.9025432467460632,0.8335696458816528,0.3482223153114319
12,675,0.35479316115379333,,,,
13,679,,0.34028056263923645,,,
13,689,,0.3567194640636444,,,
13,699,,0.29890206456184387,,,
13,709,,0.2797418236732483,,,
13,719,,0.2651020884513855,,,
13,727,,,0.9142882823944092,0.8505505323410034,0.33239102363586426
13,727,0.33825984597206116,,,,
14,729,,0.31132379174232483,,,
14,739,,0.2490016669034958,,,
14,749,,0.2758050560951233,,,
14,759,,0.39728066325187683,,,
14,769,,0.38326147198677063,,,
14,779,,0.36673563718795776,,,
14,779,,,0.909773051738739,0.8431271910667419,0.32291239500045776
14,779,0.3278123140335083,,,,
15,789,,0.3751659095287323,,,
15,799,,0.43117615580558777,,,
15,809,,0.25713321566581726,,,
15,819,,0.39347124099731445,,,
15,829,,0.30820760130882263,,,
15,831,,,0.9143572449684143,0.8502928614616394,0.30043867230415344
15,831,0.3169954717159271,,,,
16,839,,0.18081839382648468,,,
16,849,,0.32606270909309387,,,
16,859,,0.298760324716568,,,
16,869,,0.3286188542842865,,,
16,879,,0.1948002278804779,,,
16,883,,,0.9148293733596802,0.8509951829910278,0.30054622888565063
16,883,0.2996729016304016,,,,
17,889,,0.3170568645000458,,,
17,899,,0.2202492207288742,,,
17,909,,0.3883349299430847,,,
17,919,,0.4527099132537842,,,
17,929,,0.27358242869377136,,,
17,935,,,0.9065735936164856,0.8395372629165649,0.2956386208534241
17,935,0.2812081575393677,,,,
18,939,,0.34600746631622314,,,
18,949,,0.35507458448410034,,,
18,959,,0.26029524207115173,,,
18,969,,0.24019426107406616,,,
18,979,,0.3351900279521942,,,
18,987,,,0.899668276309967,0.8297743201255798,0.27471497654914856
18,987,0.27394887804985046,,,,
19,989,,0.2861289978027344,,,
19,999,,0.2607318162918091,,,
19,1009,,0.22751642763614655,,,
19,1019,,0.2479979246854782,,,
19,1029,,0.321921706199646,,,
19,1039,,0.3632136881351471,,,
19,1039,,,0.9156556725502014,0.8519380688667297,0.25518709421157837
19,1039,0.25706663727760315,,,,
20,1049,,0.27225661277770996,,,
20,1059,,0.25135722756385803,,,
20,1069,,0.21909543871879578,,,
20,1079,,0.20122075080871582,,,
20,1089,,0.19290457665920258,,,
20,1091,,,0.9120771288871765,0.8486910462379456,0.2390681952238083
20,1091,0.23928125202655792,,,,
21,1099,,0.22674871981143951,,,
21,1109,,0.2725760042667389,,,
21,1119,,0.2218213826417923,,,
21,1129,,0.2514180541038513,,,
21,1139,,0.2605350911617279,,,
21,1143,,,0.9179891347885132,0.8564948439598083,0.2173914611339569
21,1143,0.227983757853508,,,,
22,1149,,0.1752469390630722,,,
22,1159,,0.21164141595363617,,,
22,1169,,0.20039401948451996,,,
22,1179,,0.23200732469558716,,,
22,1189,,0.22315622866153717,,,
22,1195,,,0.9144372344017029,0.8508425951004028,0.21077097952365875
22,1195,0.20020757615566254,,,,
23,1199,,0.21928851306438446,,,
23,1209,,0.19739210605621338,,,
23,1219,,0.2045585662126541,,,
23,1229,,0.13738888502120972,,,
23,1239,,0.15472134947776794,,,
23,1247,,,0.911233127117157,0.8460583686828613,0.20165754854679108
23,1247,0.19146202504634857,,,,
24,1249,,0.185950368642807,,,
24,1259,,0.2591971755027771,,,
24,1269,,0.1896611452102661,,,
24,1279,,0.12468686699867249,,,
24,1289,,0.22857610881328583,,,
24,1299,,0.14551351964473724,,,
24,1299,,,0.9165653586387634,0.8544966578483582,0.1716979593038559
24,1299,0.17058713734149933,,,,
25,1309,,0.14682669937610626,,,
25,1319,,0.13253569602966309,,,
25,1329,,0.16416329145431519,,,
25,1339,,0.11982671916484833,,,
25,1349,,0.1387164145708084,,,
25,1351,,,0.917647659778595,0.855760931968689,0.17634132504463196
25,1351,0.16136042773723602,,,,
26,1359,,0.1383615881204605,,,
26,1369,,0.17073029279708862,,,
26,1379,,0.1204179972410202,,,
26,1389,,0.12439050525426865,,,
26,1399,,0.11400644481182098,,,
26,1403,,,0.9169164299964905,0.8549140691757202,0.15831562876701355
26,1403,0.1419987678527832,,,,
27,1409,,0.13393455743789673,,,
27,1419,,0.12618383765220642,,,
27,1429,,0.1277356892824173,,,
27,1439,,0.0774630680680275,,,
27,1449,,0.10951437056064606,,,
27,1455,,,0.9201171398162842,0.8603256940841675,0.14383819699287415
27,1455,0.1265825480222702,,,,
28,1459,,0.12041395157575607,,,
28,1469,,0.1186099648475647,,,
28,1479,,0.0973825678229332,,,
28,1489,,0.10342951864004135,,,
28,1499,,0.11208625882863998,,,
28,1507,,,0.9191712141036987,0.8586598038673401,0.1455097198486328
28,1507,0.12049851566553116,,,,
29,1509,,0.08818724006414413,,,
29,1519,,0.09469232708215714,,,
29,1529,,0.10063011199235916,,,
29,1539,,0.10504928976297379,,,
29,1549,,0.08848857879638672,,,
29,1559,,0.07423131167888641,,,
29,1559,,,0.9197069406509399,0.8599052429199219,0.13681796193122864
29,1559,0.10759986937046051,,,,
30,1569,,0.09198544174432755,,,
30,1579,,0.08283304423093796,,,
30,1589,,0.09884370118379593,,,
30,1599,,0.07457917928695679,,,
30,1609,,0.10737883299589157,,,
30,1611,,,0.9257330894470215,0.8685084581375122,0.13022172451019287
30,1611,0.09899569302797318,,,,
31,1619,,0.08303365856409073,,,
31,1629,,0.0938577875494957,,,
31,1639,,0.07025451958179474,,,
31,1649,,0.0845455452799797,,,
31,1659,,0.07136093825101852,,,
31,1663,,,0.9143331050872803,0.8522350788116455,0.13682377338409424
31,1663,0.0927351862192154,,,,
32,1669,,0.06497777998447418,,,
32,1679,,0.0662911906838417,,,
32,1689,,0.07110138237476349,,,
32,1699,,0.08057690411806107,,,
32,1709,,0.10923583805561066,,,
32,1715,,,0.9137554168701172,0.850896418094635,0.13715031743049622
32,1715,0.09647833555936813,,,,
33,1719,,0.09483882784843445,,,
33,1729,,0.07708603143692017,,,
33,1739,,0.11987142264842987,,,
33,1749,,0.11495626717805862,,,
