epoch,step,train_loss_epoch,train_loss_step,val_dice,val_iou,val_loss
0,9,,1.4105769395828247,,,
0,12,,,0.06681987643241882,0.03525193780660629,2.935866355895996
0,12,1.6099714040756226,,,,
1,19,,1.1313363313674927,,,
1,25,,,0.19244660437107086,0.12264106422662735,1.3755617141723633
1,25,1.1534725427627563,,,,
2,29,,1.000673532485962,,,
2,38,,,0.3260282874107361,0.2435789704322815,0.9662518501281738
2,38,0.9815241098403931,,,,
3,39,,0.9347128868103027,,,
3,49,,0.8557565212249756,,,
3,51,,,0.39444804191589355,0.29468002915382385,0.9044185876846313
3,51,0.9001594185829163,,,,
4,59,,0.8437896966934204,,,
4,64,,,0.39299777150154114,0.28586524724960327,0.8646186590194702
4,64,0.8360394835472107,,,,
5,69,,0.7923097014427185,,,
5,77,,,0.43353089690208435,0.3185913562774658,0.7684072256088257
5,77,0.7852290272712708,,,,
6,79,,0.7728416323661804,,,
6,89,,0.7424777746200562,,,
6,90,,,0.491001158952713,0.3779529929161072,0.7161216139793396
6,90,0.7418419122695923,,,,
7,99,,0.6852898001670837,,,
7,103,,,0.541624903678894,0.4289577305316925,0.7155670523643494
7,103,0.7008954286575317,,,,
8,109,,0.6600344181060791,,,
8,116,,,0.6303535103797913,0.5120985507965088,0.6399928331375122
8,116,0.6631864309310913,,,,
9,119,,0.6446126103401184,,,
9,129,,0.5713011026382446,,,
9,129,,,0.693059504032135,0.5732421875,0.5949873924255371
9,129,0.6173733472824097,,,,
10,139,,0.5597365498542786,,,
10,142,,,0.7307465672492981,0.613403856754303,0.5610759854316711
10,142,0.5692993402481079,,,,
11,149,,0.5242920517921448,,,
11,155,,,0.7660431861877441,0.6522807478904724,0.5088439583778381
11,155,0.5234354734420776,,,,
12,159,,0.5106033682823181,,,
12,168,,,0.7853374481201172,0.6745728850364685,0.45596855878829956
12,168,0.48406219482421875,,,,
13,169,,0.47912898659706116,,,
13,179,,0.4474197328090668,,,
13,181,,,0.7916852235794067,0.6821848750114441,0.4336722493171692
13,181,0.44891253113746643,,,,
14,189,,0.42754247784614563,,,
14,194,,,0.8130784034729004,0.7085646390914917,0.4151381552219391
14,194,0.418327271938324,,,,
15,199,,0.39234471321105957,,,
15,207,,,0.8229523301124573,0.7217894196510315,0.3950657546520233
15,207,0.38946154713630676,,,,
16,209,,0.3800619840621948,,,
16,219,,0.34682953357696533,,,
16,220,,,0.8481069803237915,0.7539510130882263,0.34416863322257996
16,220,0.3645859360694885,,,,
17,229,,0.34373024106025696,,,
17,233,,,0.855584442615509,0.764733612537384,0.32796984910964966
17,233,0.34197038412094116,,,,
18,239,,0.32157623767852783,,,
18,246,,,0.8503305912017822,0.7562257051467896,0.3136649429798126
18,246,0.32125362753868103,,,,
19,249,,0.3013967275619507,,,
19,259,,0.30329784750938416,,,
19,259,,,0.8663291931152344,0.7783896923065186,0.2874811887741089
19,259,0.30195775628089905,,,,
20,269,,0.27386441826820374,,,
20,272,,,0.8711294531822205,0.785662055015564,0.2734775245189667
20,272,0.28366556763648987,,,,
21,279,,0.2738007605075836,,,
21,285,,,0.8688068985939026,0.7815245985984802,0.26445895433425903
21,285,0.2682158946990967,,,,
22,289,,0.24783334136009216,,,
22,298,,,0.8822576403617859,0.8016605973243713,0.2539692521095276
22,298,0.25205665826797485,,,,
23,299,,0.23672834038734436,,,
23,309,,0.24039581418037415,,,
23,311,,,0.8802325129508972,0.798179030418396,0.23538289964199066
23,311,0.23798148334026337,,,,
24,319,,0.2384137660264969,,,
24,324,,,0.8819717764854431,0.8013018369674683,0.22728317975997925
24,324,0.22466608881950378,,,,
25,329,,0.20518802106380463,,,
25,337,,,0.8842373490333557,0.8030636310577393,0.2022496908903122
25,337,0.21167461574077606,,,,
26,339,,0.1987837702035904,,,
26,349,,0.19505494832992554,,,
26,350,,,0.8809475302696228,0.8011997938156128,0.20260247588157654
26,350,0.19931747019290924,,,,
27,359,,0.18857678771018982,,,
27,363,,,0.8737381100654602,0.7901425957679749,0.19381865859031677
27,363,0.18920382857322693,,,,
28,369,,0.17798160016536713,,,
28,376,,,0.8750647306442261,0.7919557690620422,0.18437175452709198
28,376,0.17957046627998352,,,,
29,379,,0.17602336406707764,,,
29,389,,0.16482605040073395,,,
29,389,,,0.8911049365997314,0.814689576625824,0.17573906481266022
29,389,0.17086809873580933,,,,
30,399,,0.15152108669281006,,,
30,402,,,0.8928455710411072,0.8178934454917908,0.1705169826745987
30,402,0.16125096380710602,,,,
31,409,,0.15032166242599487,,,
31,415,,,0.8880775570869446,0.8093834519386292,0.16106002032756805
31,415,0.153036966919899,,,,
32,419,,0.14844593405723572,,,
32,428,,,0.8831576108932495,0.8039615750312805,0.15008290112018585
32,428,0.1447811722755432,,,,
33,429,,0.1350434422492981,,,
33,439,,0.13497042655944824,,,
33,441,,,0.885054886341095,0.8112888932228088,0.14713698625564575
33,441,0.1377786099910736,,,,
34,449,,0.12842369079589844,,,
34,454,,,0.8989771604537964,0.826420247554779,0.14036990702152252
34,454,0.1317911297082901,,,,
35,459,,0.12682361900806427,,,
35,467,,,0.8845804333686829,0.8038083910942078,0.13961811363697052
35,467,0.1262894719839096,,,,
36,469,,0.12654618918895721,,,
36,479,,0.11612329632043839,,,
36,480,,,0.8907644748687744,0.813795804977417,0.1294882446527481
36,480,0.1208961233496666,,,,
37,489,,0.11621494591236115,,,
37,493,,,0.8989813327789307,0.8263287544250488,0.1240050345659256
37,493,0.11524464935064316,,,,
38,499,,0.10800019651651382,,,
38,506,,,0.8994649648666382,0.8264306783676147,0.11975015699863434
38,506,0.11104228347539902,,,,
39,509,,0.10424201935529709,,,
39,519,,0.10247037559747696,,,
39,519,,,0.902805745601654,0.8328810930252075,0.11601204425096512
