epoch,step,train_loss_epoch,train_loss_step,val_dice,val_iou,val_loss
39,519,0.1066543385386467,,,,
40,529,,0.10102614015340805,,,
40,532,,,0.901043713092804,0.828858494758606,0.11643827706575394
40,532,0.10341508686542511,,,,
41,539,,0.09916745126247406,,,
41,545,,,0.8966339230537415,0.823656439781189,0.10864513367414474
41,545,0.09931416064500809,,,,
42,549,,0.09435667097568512,,,
42,558,,,0.8916117548942566,0.8157787322998047,0.10642918199300766
42,558,0.09567731618881226,,,,
43,559,,0.0867665708065033,,,
43,569,,0.08571095019578934,,,
43,571,,,0.8949954509735107,0.8191341757774353,0.10248468071222305
43,571,0.09224484115839005,,,,
44,579,,0.08361057937145233,,,
44,584,,,0.9038139581680298,0.8334870338439941,0.09773685783147812
44,584,0.08730962127447128,,,,
45,589,,0.10205519944429398,,,
45,597,,,0.9033268690109253,0.8323420286178589,0.09785706549882889
45,597,0.0845680683851242,,,,
46,599,,0.08299759775400162,,,
46,609,,0.08086825162172318,,,
46,610,,,0.9019064903259277,0.830932080745697,0.0933101698756218
46,610,0.08168166875839233,,,,
47,619,,0.07732702791690826,,,
47,623,,,0.8926997184753418,0.818385660648346,0.09054943919181824
47,623,0.08045876026153564,,,,
48,629,,0.07109562307596207,,,
48,636,,,0.8981322646141052,0.8251816034317017,0.09111473709344864
48,636,0.07747667282819748,,,,
49,639,,0.07369265705347061,,,
49,649,,0.07561823725700378,,,
49,649,,,0.8992519974708557,0.826945424079895,0.09178805351257324
49,649,0.07494957000017166,,,,
