epoch,step,train_loss_epoch,train_loss_step,val_dice,val_iou,val_loss
18,1289,,0.1039721816778183,,,
18,1299,,0.07984007149934769,,,
18,1309,,0.07352542132139206,,,
18,1310,,,0.9160133004188538,0.8533358573913574,0.1450621634721756
18,1310,0.0936645120382309,,,,
19,1319,,0.12946178019046783,,,
19,1329,,0.11856358498334885,,,
19,1339,,0.1290992945432663,,,
19,1349,,0.07838644832372665,,,
19,1359,,0.10473160445690155,,,
19,1369,,0.07282844930887222,,,
19,1379,,0.11583783477544785,,,
19,1379,,,0.9193156361579895,0.8581852316856384,0.14168784022331238
19,1379,0.10186973214149475,,,,
20,1389,,0.08922791481018066,,,
20,1399,,0.08755048364400864,,,
20,1409,,0.07709772139787674,,,
20,1419,,0.10970905423164368,,,
20,1429,,0.10106871277093887,,,
20,1439,,0.06729550659656525,,,
20,1448,,,0.9068254232406616,0.8434785008430481,0.14775745570659637
20,1448,0.08748795837163925,,,,
21,1449,,0.0818958505988121,,,
21,1459,,0.05676674842834473,,,
21,1469,,0.1134677305817604,,,
21,1479,,0.07855863124132156,,,
21,1489,,0.08468388020992279,,,
21,1499,,0.07395578175783157,,,
21,1509,,0.06554236263036728,,,
21,1517,,,0.9237187504768372,0.8649270534515381,0.13076315820217133
21,1517,0.08202555775642395,,,,
22,1519,,0.07401327788829803,,,
22,1529,,0.0933666080236435,,,
22,1539,,0.0587640106678009,,,
22,1549,,0.08562947809696198,,,
22,1559,,0.10106319189071655,,,
22,1569,,0.06509239226579666,,,
22,1579,,0.08750100433826447,,,
22,1586,,,0.9192852973937988,0.8632038831710815,0.12585659325122833
22,1586,0.07794927060604095,,,,
23,1589,,0.07758765667676926,,,
23,1599,,0.15013495087623596,,,
23,1609,,0.09424087405204773,,,
23,1619,,0.09369601309299469,,,
23,1629,,0.07624942809343338,,,
23,1639,,0.05172290280461311,,,
23,1649,,0.0660364180803299,,,
23,1655,,,0.9056073427200317,0.8415029644966125,0.15207765996456146
23,1655,0.08407684415578842,,,,
24,1659,,0.06877921521663666,,,
24,1669,,0.0786115974187851,,,
24,1679,,0.06743842363357544,,,
24,1689,,0.08375784754753113,,,
24,1699,,0.08860775828361511,,,
24,1709,,0.09567999094724655,,,
24,1719,,0.10560156404972076,,,
24,1724,,,0.9198296666145325,0.858954131603241,0.13422225415706635
24,1724,0.08239739388227463,,,,
25,1729,,0.10400067269802094,,,
25,1739,,0.07133472710847855,,,
25,1749,,0.05251000076532364,,,
25,1759,,0.08936909586191177,,,
25,1769,,0.04807095229625702,,,
25,1779,,0.06439046561717987,,,
25,1789,,0.08847583830356598,,,
25,1793,,,0.9123808741569519,0.852495551109314,0.1319146603345871
25,1793,0.07749781757593155,,,,
26,1799,,0.08327437937259674,,,
26,1809,,0.082650326192379,,,
26,1819,,0.0716409683227539,,,
26,1829,,0.09340371191501617,,,
26,1839,,0.057457081973552704,,,
26,1849,,0.06314854323863983,,,
26,1859,,0.05507922172546387,,,
26,1862,,,0.9241920709609985,0.8664087057113647,0.12413356453180313
26,1862,0.07290469110012054,,,,
27,1869,,0.1498243808746338,,,
27,1879,,0.09495718032121658,,,
27,1889,,0.07850590348243713,,,
27,1899,,0.052131276577711105,,,
27,1909,,0.10780702531337738,,,
27,1919,,0.11316663771867752,,,
27,1929,,0.1073949858546257,,,
27,1931,,,0.906174898147583,0.8433517813682556,0.1442069113254547
27,1931,0.08153177797794342,,,,
28,1939,,0.05603603273630142,,,
28,1949,,0.0694127008318901,,,
28,1959,,0.10133334994316101,,,
28,1969,,0.12811437249183655,,,
28,1979,,0.06262445449829102,,,
28,1989,,0.12315534055233002,,,
28,1999,,0.06409554928541183,,,
28,2000,,,0.9161181449890137,0.8582651019096375,0.12006038427352905
28,2000,0.07955776900053024,,,,
29,2009,,0.13127808272838593,,,
29,2019,,0.07461684942245483,,,
29,2029,,0.07763072848320007,,,
29,2039,,0.08734656125307083,,,
29,2049,,0.07019859552383423,,,
29,2059,,0.04478341341018677,,,
29,2069,,0.08766254782676697,,,
29,2069,,,0.9228807091712952,0.8637756705284119,0.1245771050453186
29,2069,0.07336761057376862,,,,
30,2079,,0.06793960183858871,,,
30,2089,,0.09661737084388733,,,
30,2099,,0.08319910615682602,,,
30,2109,,0.05465788394212723,,,
30,2119,,0.09206043183803558,,,
30,2129,,0.06486868113279343,,,
30,2138,,,0.9131994247436523,0.8532490730285645,0.13028334081172943
30,2138,0.07202895730733871,,,,
31,2139,,0.0405116081237793,,,
31,2149,,0.046668775379657745,,,
31,2159,,0.061081282794475555,,,
31,2169,,0.07807502150535583,,,
31,2179,,0.06534785032272339,,,
31,2189,,0.2378440797328949,,,
31,2199,,0.09264786541461945,,,
31,2207,,,0.9149693250656128,0.8557376265525818,0.12438715249300003
31,2207,0.07350566983222961,,,,
32,2209,,0.07906937599182129,,,
32,2219,,0.050431955605745316,,,
32,2229,,0.08150296658277512,,,
32,2239,,0.06651949882507324,,,
32,2249,,0.06832078099250793,,,
32,2259,,0.062033891677856445,,,
32,2269,,0.052014682441949844,,,
32,2276,,,0.9226016402244568,0.8628028631210327,0.127609521150589
32,2276,0.07038390636444092,,,,
33,2279,,0.05185476690530777,,,
33,2289,,0.080055370926857,,,
33,2299,,0.04531513899564743,,,
33,2309,,0.0659000426530838,,,
33,2319,,0.06676629185676575,,,
33,2329,,0.05127241462469101,,,
33,2339,,0.05031871050596237,,,
33,2345,,,0.919845700263977,0.8637701272964478,0.11894537508487701
33,2345,0.06695270538330078,,,,
34,2349,,0.05220705270767212,,,
34,2359,,0.05334954336285591,,,
34,2369,,0.06232798844575882,,,
34,2379,,0.051808737218379974,,,
34,2389,,0.07155042886734009,,,
34,2399,,0.07198312133550644,,,
34,2409,,0.06638633459806442,,,
34,2414,,,0.9304298758506775,0.8759002685546875,0.11318544298410416
34,2414,0.06101842597126961,,,,
35,2419,,0.07705546170473099,,,
35,2429,,0.04604148864746094,,,
35,2439,,0.07353805005550385,,,
35,2449,,0.06306791305541992,,,
35,2459,,0.07513755559921265,,,
35,2469,,0.05243564769625664,,,
35,2479,,0.06133132427930832,,,
35,2483,,,0.928821861743927,0.8730370998382568,0.12006679177284241
35,2483,0.0635230764746666,,,,
36,2489,,0.07825610786676407,,,
36,2499,,0.06659382581710815,,,
36,2509,,0.07134659588336945,,,
36,2519,,0.07241187989711761,,,
36,2529,,0.0652901753783226,,,
36,2539,,0.04944522678852081,,,
36,2549,,0.05124048888683319,,,
36,2552,,,0.9291225075721741,0.8733772039413452,0.11662641912698746
36,2552,0.0618334598839283,,,,
37,2559,,0.045130278915166855,,,
37,2569,,0.04300972446799278,,,
37,2579,,0.07551918178796768,,,
37,2589,,0.08441756665706635,,,
37,2599,,0.05487377196550369,,,
37,2609,,0.05206221714615822,,,
37,2619,,0.03780732303857803,,,
37,2621,,,0.9302818179130554,0.8751933574676514,0.11028001457452774
37,2621,0.05859442427754402,,,,
38,2629,,0.03926627337932587,,,
38,2639,,0.057193316519260406,,,
38,2649,,0.077111154794693,,,
38,2659,,0.04701046273112297,,,
38,2669,,0.05045637860894203,,,
38,2679,,0.09244350343942642,,,
38,2689,,0.06571528315544128,,,
38,2690,,,0.9293568134307861,0.8740842938423157,0.11799520999193192
38,2690,0.05966193601489067,,,,
39,2699,,0.04675721377134323,,,
39,2709,,0.10044679790735245,,,
39,2719,,0.053855981677770615,,,
39,2729,,0.07233953475952148,,,
39,2739,,0.07539218664169312,,,
39,2749,,0.05039183795452118,,,
39,2759,,0.042305927723646164,,,
39,2759,,,0.9296067357063293,0.874692976474762,0.1158597394824028
39,2759,0.05407040938735008,,,,
40,2769,,0.06647603213787079,,,
40,2779,,0.04352640360593796,,,
40,2789,,0.04561565816402435,,,
40,2799,,0.10491587221622467,,,
40,2809,,0.07245080173015594,,,
40,2819,,0.0593576543033123,,,
40,2828,,,0.9300024509429932,0.8747220039367676,0.11373821645975113
40,2828,0.058632951229810715,,,,
41,2829,,0.04229437932372093,,,
41,2839,,0.048165082931518555,,,
41,2849,,0.04838673770427704,,,
41,2859,,0.05274805426597595,,,
41,2869,,0.04848087206482887,,,
41,2879,,0.04623626917600632,,,
41,2889,,0.06613172590732574,,,
41,2897,,,0.9311985969543457,0.8769629001617432,0.11337751150131226
41,2897,0.053127214312553406,,,,
42,2899,,0.04129788279533386,,,
42,2909,,0.05863124877214432,,,
42,2919,,0.04548420011997223,,,
42,2929,,0.055465828627347946,,,
42,2939,,0.06236804649233818,,,
42,2949,,0.04433479905128479,,,
42,2959,,0.05023511126637459,,,
42,2966,,,0.9307194948196411,0.8759897947311401,0.11412707716226578
42,2966,0.0531972236931324,,,,
43,2969,,0.043230071663856506,,,
43,2979,,0.0667068287730217,,,
43,2989,,0.07045105844736099,,,
43,2999,,0.08302868902683258,,,
43,3009,,0.0417204350233078,,,
43,3019,,0.07709325850009918,,,
43,3029,,0.05720176547765732,,,
43,3035,,,0.9295982718467712,0.8744722008705139,0.11995933204889297
43,3035,0.05419887229800224,,,,
44,3039,,0.06606854498386383,,,
44,3049,,0.044482581317424774,,,
44,3059,,0.03235390782356262,,,
44,3069,,0.06666053086519241,,,
44,3079,,0.035328879952430725,,,
44,3089,,0.0437944121658802,,,
44,3099,,0.05265353247523308,,,
44,3104,,,0.931065559387207,0.8765950202941895,0.11877156794071198
44,3104,0.05303426831960678,,,,
45,3109,,0.06325684487819672,,,
45,3119,,0.06572479754686356,,,
45,3129,,0.048154521733522415,,,
45,3139,,0.040009137243032455,,,
45,3149,,0.03940735384821892,,,
45,3159,,0.05297471582889557,,,
45,3169,,0.11839950829744339,,,
45,3173,,,0.9264694452285767,0.8692935109138489,0.12292730808258057
45,3173,0.053414855152368546,,,,
46,3179,,0.04164455831050873,,,
46,3189,,0.06930197030305862,,,
46,3199,,0.045003101229667664,,,
46,3209,,0.05492056533694267,,,
46,3219,,0.10298920422792435,,,
46,3229,,0.07201889902353287,,,
46,3239,,0.062202148139476776,,,
46,3242,,,0.9168770909309387,0.8586724996566772,0.12147075682878494
46,3242,0.06216782331466675,,,,
47,3249,,0.054165877401828766,,,
47,3259,,0.060891199856996536,,,
47,3269,,0.0787622332572937,,,
47,3279,,0.05251394212245941,,,
47,3289,,0.053044483065605164,,,
47,3299,,0.053342774510383606,,,
47,3309,,0.0740460455417633,,,
47,3311,,,0.9286782741546631,0.8728713989257812,0.11800028383731842
47,3311,0.05554911494255066,,,,
