epoch,step,train_loss,val_loss
0,49,1.0784111022949219,
0,99,1.2682292461395264,
0,149,0.6646771430969238,
0,199,0.4264831840991974,
0,220,,0.6674330830574036
1,249,0.7532594203948975,
1,299,0.4619259238243103,
1,349,1.0242966413497925,
1,399,1.029107928276062,
1,441,,0.6792821288108826
2,449,1.2874099016189575,
2,499,0.4872572720050812,
2,549,0.7701911330223083,
2,599,0.5776098966598511,
2,649,0.4657912254333496,
2,662,,0.6734233498573303
3,699,0.760215163230896,
3,749,0.6434338688850403,
3,799,0.6222294569015503,
3,849,0.5979127287864685,
3,883,,0.6768450140953064
4,899,0.4256492853164673,
4,949,0.4952617287635803,
4,999,0.708997368812561,
4,1049,0.8216703534126282,
4,1099,0.4864161014556885,
4,1104,,0.6705626845359802
5,1149,1.3275495767593384,
5,1199,0.7004859447479248,
5,1249,0.8117141127586365,
5,1299,0.6451895236968994,
5,1325,,0.6785159111022949
6,1349,1.1981333494186401,
6,1399,0.46543699502944946,
6,1449,0.4736500382423401,
6,1499,0.4412512183189392,
6,1546,,0.6474563479423523
7,1549,0.3358716070652008,
7,1599,0.6179766058921814,
7,1649,0.5878387093544006,
7,1699,0.7227556705474854,
7,1749,2.1403632164001465,
7,1767,,0.6313170194625854
8,1799,0.9495568871498108,
8,1849,0.4019436836242676,
8,1899,0.31158900260925293,
8,1949,0.8225862979888916,
8,1988,,0.5703805088996887
9,1999,0.5644019842147827,
9,2049,0.4732309877872467,
9,2099,0.5075199007987976,
9,2149,0.5040289163589478,
9,2199,0.9701729416847229,
9,2209,,0.5499102473258972
10,2249,0.9177989959716797,
10,2299,0.4788496196269989,
10,2349,0.546984076499939,
10,2399,0.36143237352371216,
10,2430,,0.5855408906936646
11,2449,0.703278124332428,
11,2499,0.8225883841514587,
11,2549,0.8999000787734985,
11,2599,0.3162086009979248,
11,2649,0.9960188269615173,
11,2651,,0.5017192959785461
12,2699,0.6850584745407104,
12,2749,0.5077886581420898,
12,2799,0.43095919489860535,
12,2849,0.25724878907203674,
12,2872,,0.4758467972278595
13,2899,0.9953562021255493,
13,2949,0.2618158161640167,
13,2999,0.8423972725868225,
13,3049,1.1044713258743286,
13,3093,,0.5478435754776001
14,3099,0.1726187914609909,
14,3149,0.6753120422363281,
14,3199,0.22657367587089539,
14,3249,0.22413235902786255,
14,3299,0.8386951088905334,
14,3314,,0.4655248820781708
15,3349,0.2611510157585144,
15,3399,0.6256543397903442,
15,3449,0.7825450301170349,
15,3499,0.8267335295677185,
15,3535,,0.4587414860725403
16,3549,0.4245886206626892,
16,3599,0.2072158306837082,
16,3649,0.6917048692703247,
16,3699,0.27485617995262146,
16,3749,0.13106556236743927,
16,3756,,0.4313792288303375
17,3799,0.23203255236148834,
17,3849,0.29064714908599854,
17,3899,0.30504435300827026,
17,3949,0.5745803117752075,
17,3977,,0.42761388421058655
18,3999,0.7984393239021301,
18,4049,0.16347914934158325,
18,4099,0.4777003228664398,
18,4149,0.2841018736362457,
18,4198,,0.41753292083740234
19,4199,0.2516940236091614,
19,4249,0.46559110283851624,
19,4299,0.21124273538589478,
19,4349,0.6184833645820618,
19,4399,0.4998176693916321,
19,4419,,0.40326598286628723
20,4449,0.5574480891227722,
20,4499,0.3715045154094696,
20,4549,0.614591658115387,
20,4599,0.4610559642314911,
20,4640,,0.3888852000236511
21,4649,0.20905709266662598,
21,4699,0.4350319504737854,
21,4749,0.5173106789588928,
21,4799,0.4789210855960846,
21,4849,0.23932470381259918,
21,4861,,0.3938767611980438
22,4899,0.405620276927948,
22,4949,1.0996662378311157,
22,4999,0.11313122510910034,
22,5049,0.44411179423332214,
22,5082,,0.35660189390182495
23,5099,0.7160384654998779,
23,5149,0.2602899372577667,
23,5199,0.4928351938724518,
23,5249,0.2226782590150833,
23,5299,0.4529052674770355,
23,5303,,0.34247711300849915
24,5349,0.21570554375648499,
24,5399,1.395331859588623,
24,5449,1.105733036994934,
24,5499,0.23769237101078033,
24,5524,,0.39564046263694763
25,5549,0.08488444983959198,
25,5599,0.132135272026062,
25,5649,0.15091247856616974,
25,5699,0.18210312724113464,
25,5745,,0.33468636870384216
26,5749,0.23853421211242676,
26,5799,0.2442539483308792,
26,5849,0.5806588530540466,
26,5899,0.21609139442443848,
26,5949,0.1653565913438797,
26,5966,,0.29961004853248596
27,5999,2.018667221069336,
27,6049,0.1603059321641922,
27,6099,0.43332773447036743,
27,6149,0.2262963205575943,
27,6187,,0.31249290704727173
28,6199,0.14778463542461395,
28,6249,0.41995376348495483,
28,6299,0.30055031180381775,
28,6349,0.2326861321926117,
28,6399,0.35021883249282837,
28,6408,,0.2875047028064728
29,6449,0.3206045925617218,
29,6499,0.4635355472564697,
29,6549,0.16546730697155,
29,6599,0.1450943797826767,
29,6629,,0.28216248750686646
30,6649,0.4039742350578308,
30,6699,0.09718362241983414,
30,6749,1.8744512796401978,
30,6799,0.12818941473960876,
30,6849,0.18534620106220245,
30,6850,,0.317941278219223
31,6899,1.510589361190796,
31,6949,0.17096814513206482,
31,6999,0.2717071771621704,
31,7049,0.21960629522800446,
31,7071,,0.30420610308647156
32,7099,0.9242071509361267,
32,7149,0.15491077303886414,
32,7199,0.4887098968029022,
32,7249,0.38530516624450684,
32,7292,,0.3298195004463196
33,7299,0.4740341901779175,
33,7349,0.7742388844490051,
33,7399,0.11722294986248016,
33,7449,0.2533767819404602,
33,7499,0.39758139848709106,
33,7513,,0.3448679745197296
34,7549,0.18644602596759796,
34,7599,0.13929703831672668,
34,7649,0.3764282763004303,
34,7699,0.06727539002895355,
34,7734,,0.30543166399002075
35,7749,0.2796925902366638,
35,7799,0.09381189197301865,
35,7849,0.3237795829772949,
35,7899,0.15923981368541718,
35,7949,0.20108546316623688,
35,7955,,0.2666378915309906
36,7999,0.16174758970737457,
36,8049,0.14472953975200653,
36,8099,0.9803539514541626,
36,8149,0.18733708560466766,
36,8176,,0.27252644300460815
37,8199,0.1763373464345932,
37,8249,0.22063812613487244,
37,8299,0.3849860727787018,
37,8349,0.4379104971885681,
37,8397,,0.28198009729385376
38,8399,0.07256757467985153,
38,8449,0.1563473790884018,
38,8499,0.49630799889564514,
38,8549,0.10624216496944427,
38,8599,0.101426862180233,
38,8618,,0.32615235447883606
39,8649,0.10116156190633774,
39,8699,0.12114276736974716,
39,8749,0.19881956279277802,
39,8799,0.1284293383359909,
39,8839,,0.27075058221817017
40,8849,0.14088493585586548,
40,8899,0.15389499068260193,
