epoch,step,train_loss,val_loss
40,8949,0.07867754995822906,
40,8999,0.11528332531452179,
40,9049,0.16200613975524902,
40,9060,,0.2870429456233978
41,9099,0.164332315325737,
41,9149,0.10940125584602356,
41,9199,0.2125624269247055,
41,9249,0.11059752851724625,
41,9281,,0.27040931582450867
42,9299,0.13512609899044037,
42,9349,0.24167628586292267,
42,9399,0.10778600722551346,
42,9449,0.11583137512207031,
42,9499,0.23359398543834686,
42,9502,,0.30420300364494324
43,9549,0.18009249866008759,
43,9599,0.15717291831970215,
43,9649,0.11486564576625824,
43,9699,0.14358247816562653,
43,9723,,0.23132793605327606
44,9749,0.3360208570957184,
44,9799,0.08751721680164337,
44,9849,0.3981824517250061,
44,9899,0.08650841563940048,
44,9944,,0.2647272050380707
45,9949,0.07902021706104279,
45,9999,0.5821712017059326,
45,10049,0.13377143442630768,
45,10099,0.3593481779098511,
45,10149,0.3369801938533783,
45,10165,,0.25697270035743713
46,10199,0.12310318648815155,
46,10249,0.12003166973590851,
46,10299,0.0933457687497139,
46,10349,0.21257641911506653,
46,10386,,0.2528444528579712
47,10399,0.2918899655342102,
47,10449,0.16441349685192108,
47,10499,0.15160930156707764,
47,10549,0.3695685565471649,
47,10599,0.14812971651554108,
47,10607,,0.23555901646614075
48,10649,1.2791846990585327,
48,10699,0.05448702350258827,
48,10749,0.3216404914855957,
48,10799,0.06881479918956757,
48,10828,,0.24470023810863495
49,10849,0.09094888716936111,
49,10899,0.3367275595664978,
49,10949,0.09432143718004227,
49,10999,0.06660021841526031,
49,11049,0.30119186639785767,
49,11049,,0.21964654326438904
50,11099,0.09095717966556549,
50,11149,0.4219512939453125,
50,11199,0.12604941427707672,
50,11249,0.15635186433792114,
50,11270,,0.22435642778873444
51,11299,0.11461139470338821,
51,11349,0.22005963325500488,
51,11399,0.1920858919620514,
51,11449,0.08727981150150299,
51,11491,,0.23132523894309998
52,11499,0.0701470747590065,
52,11549,0.09942711144685745,
52,11599,0.08411329984664917,
52,11649,0.17072589695453644,
52,11699,0.6526105999946594,
52,11712,,0.2547926604747772
53,11749,0.0898752212524414,
53,11799,0.14747555553913116,
53,11849,0.24877461791038513,
53,11899,0.09445170313119888,
53,11933,,0.24354295432567596
54,11949,0.20544378459453583,
54,11999,0.21715696156024933,
54,12049,0.3173772990703583,
54,12099,0.203262597322464,
54,12149,0.12943266332149506,
54,12154,,0.25187191367149353
55,12199,0.6374668478965759,
55,12249,0.18861833214759827,
55,12299,0.0955810472369194,
55,12349,0.07368378341197968,
55,12375,,0.21640543639659882
56,12399,0.09924719482660294,
56,12449,0.07465854287147522,
56,12499,0.11522707343101501,
56,12549,0.39330482482910156,
56,12596,,0.38842296600341797
57,12599,0.5896891951560974,
57,12649,0.3085145950317383,
57,12699,0.3901056945323944,
57,12749,0.11624616384506226,
57,12799,0.13799218833446503,
57,12817,,0.2354353368282318
58,12849,0.2588314712047577,
58,12899,0.10288950055837631,
58,12949,0.22599615156650543,
58,12999,0.16853941977024078,
58,13038,,0.20834529399871826
59,13049,0.2394648939371109,
59,13099,0.2429048866033554,
59,13149,0.07169649749994278,
59,13199,0.05576839670538902,
59,13249,0.08024081587791443,
59,13259,,0.22714094817638397
60,13299,0.12703540921211243,
60,13349,0.06387696415185928,
60,13399,0.1076139584183693,
60,13449,0.03502997010946274,
60,13480,,0.22119642794132233
61,13499,0.0451820082962513,
61,13549,0.37801018357276917,
61,13599,0.33245182037353516,
61,13649,0.07608401030302048,
61,13699,0.2605719566345215,
61,13701,,0.20891757309436798
62,13749,0.10981687903404236,
62,13799,0.04355810582637787,
62,13849,0.07908450067043304,
62,13899,0.059186164289712906,
62,13922,,0.22155365347862244
63,13949,0.12979809939861298,
63,13999,0.10610181093215942,
63,14049,0.08115751296281815,
63,14099,0.064750537276268,
63,14143,,0.22243355214595795
64,14149,0.17329637706279755,
64,14199,0.12021517753601074,
64,14249,0.06326377391815186,
64,14299,0.14255690574645996,
64,14349,0.06248746067285538,
64,14364,,0.2417343556880951
65,14399,0.4003467857837677,
65,14449,0.325018972158432,
65,14499,0.05717027559876442,
65,14549,0.5242006182670593,
65,14585,,0.20013423264026642
66,14599,0.08103933930397034,
66,14649,0.07764757424592972,
66,14699,0.06942267715930939,
66,14749,0.1183197945356369,
66,14799,0.26307716965675354,
66,14806,,0.2099880874156952
67,14849,0.055696506053209305,
67,14899,0.081399105489254,
67,14949,0.054168906062841415,
67,14999,0.03696288540959358,
67,15027,,0.23384496569633484
68,15049,0.05356732755899429,
68,15099,0.06786797940731049,
68,15149,0.1730090081691742,
68,15199,0.36890342831611633,
68,15248,,0.26867160201072693
69,15249,0.05038711801171303,
69,15299,0.054965853691101074,
69,15349,0.07491108775138855,
69,15399,0.13046394288539886,
69,15449,0.0655323788523674,
69,15469,,0.34746843576431274
70,15499,0.3602769374847412,
70,15549,0.10816807299852371,
70,15599,0.04471729323267937,
70,15649,0.06363249570131302,
70,15690,,0.2555429935455322
71,15699,0.05674325302243233,
71,15749,0.070640929043293,
71,15799,0.05981747806072235,
71,15849,0.07297178357839584,
71,15899,0.04426846280694008,
71,15911,,0.2194882184267044
72,15949,0.04278616979718208,
72,15999,0.14566345512866974,
72,16049,0.21675246953964233,
72,16099,0.06478098034858704,
72,16132,,0.21591338515281677
73,16149,0.27753886580467224,
73,16199,0.08149990439414978,
73,16249,0.04384306073188782,
73,16299,0.03581366688013077,
73,16349,0.09927506744861603,
73,16353,,0.2844133675098419
74,16399,0.04211759567260742,
74,16449,0.06453283876180649,
74,16499,0.2115199863910675,
74,16549,0.1909068077802658,
74,16574,,0.19559676945209503
75,16599,0.07447584718465805,
75,16649,0.07078549265861511,
75,16699,0.07186271995306015,
75,16749,0.10089174658060074,
75,16795,,0.22923196852207184
76,16799,0.05391285568475723,
76,16849,0.08855517208576202,
76,16899,0.06665217131376266,
76,16949,0.0408426858484745,
76,16999,0.1147635355591774,
76,17016,,0.40414541959762573
77,17049,0.06320235878229141,
77,17099,0.1986314058303833,
77,17149,0.34106314182281494,
77,17199,0.048758331686258316,
77,17237,,0.18673178553581238
78,17249,0.048892490565776825,
78,17299,0.05348333343863487,
78,17349,0.03155726566910744,
78,17399,0.2054957151412964,
78,17449,0.055585891008377075,
78,17458,,0.2044353187084198
79,17499,0.11006379127502441,
79,17549,0.05773323401808739,
79,17599,0.06901025772094727,
79,17649,0.4412129819393158,
79,17679,,0.22382435202598572
80,17699,0.04670701548457146,
80,17749,0.062176093459129333,
80,17799,0.05084364488720894,
80,17849,0.04160864278674126,
80,17899,0.04351426661014557,
80,17900,,0.26417598128318787
81,17949,0.15226325392723083,
81,17999,0.050007157027721405,
81,18049,0.11306069791316986,
81,18099,0.04497281461954117,
81,18121,,0.2121325582265854
82,18149,0.059901610016822815,
82,18199,0.23627585172653198,
82,18249,0.04848340526223183,
82,18299,0.09459304064512253,
82,18342,,0.31056642532348633
83,18349,0.10656925290822983,
83,18399,0.03364427760243416,
83,18449,0.059472061693668365,
83,18499,0.3031837046146393,
83,18549,0.04758414253592491,
83,18563,,0.20406164228916168
84,18599,0.06105155497789383,
84,18649,0.8149365782737732,
84,18699,0.06190154701471329,
84,18749,0.15426373481750488,
84,18784,,0.19316361844539642
85,18799,0.07223508507013321,
85,18849,0.31292879581451416,
85,18899,0.032133668661117554,
85,18949,0.02835964970290661,
85,18999,0.0588710680603981,
85,19005,,0.2367575466632843
86,19049,0.10424944013357162,
86,19099,0.06877423822879791,
86,19149,0.08528600633144379,
86,19199,0.05794147029519081,
86,19226,,0.2222561538219452
87,19249,0.037960153073072433,
87,19299,0.023589711636304855,
87,19349,0.04550188407301903,
87,19399,0.0358751155436039,
87,19447,,0.3598017394542694
